index,keyword,new_keyword,content,label
3249,通讯录,通讠 卂录,我一个侄女变成通讠 卂录了,0
3250,通讯录,通讠 卂录,我还真的没见过直男装通讠 卂录,0
3251,通讯录,通讠 卂录,看了半天才知道什么是通讠 卂录,0
3252,通讯录,通讠 卂录,为啥叫通讠 卂录呢,0
3253,通讯录,通讠 卂录,无所谓我是通讠 卂录,0
3254,通讯录,通讠 卂录,什么叫大圈通讠 卂录,0
3255,通讯录,通讠 卂录,抖音好多直男装1卖腐，通讠 卂录的💰不要太好赚了,0
3256,通讯录,通讠 卂录,通讠 卂录是什么啊,0
3257,通讯录,通讠 卂录,不恶心不排斥，但我希望圈子里的人别做下🗡️的事抹黑通讠 卂录,0
3258,通讯录,通讠 卂录,通讠 卂录啥意思,0
3259,通讯录,通讠 卂录,       我同意，我靠这个方法辨认出很多女通讠 卂录,1
3260,通讯录,通讠 卂录, 笑死我了你是通讠 卂录啊原来,0
3261,通讯录,通讠 卂录,通讠 卂录而已,0
3262,通讯录,通讠 卂录, 要被通讠 卂录吓晕惹,0
3263,通讯录,通讠 卂录,通讠 卂录是啥 每天都在冲浪 怎么还是有好多不懂的,0
3264,通讯录,通讠 卂录,  他们通讠 卂录好高深，还好，我素直男,0
3265,通讯录,通讠 卂录,有时候会被三次元的通讠 卂录吓到，连夜上崆峒山,0
3266,通讯录,通讠 卂录,通讠 卂录都这么惨了 还要骗,0
3267,通讯录,通讠 卂录,不是我咋就从侄女变通讠 卂录了,0
3268,通讯录,通讠 卂录,我成通讠 卂录了,0
3269,通讯录,通讠 卂录,骗女生。因为女生对有些直男很下头，但却愿意跟通讠 卂录做好盆友。,0
3270,通讯录,通讠 卂录,270通讠 卂录,0
3271,通讯录,通讠 卂录,好的确定自己是双性浪漫通讠 卂录,0
3272,通讯录,通讠 卂录,不是哥们，我平时也健身，看点抖音教动作，看点健美圈娱乐播报怎么被鉴定为通讠 卂录里,0
3273,通讯录,通讠 卂录,坏我成通讠 卂录了,0
3274,通讯录,通讠 卂录,想问一下，一个男生老给另一个男生发“我还是喜欢硬朗的你”“喜欢你崛起来不服的感觉”，这是不是通讠 卂录啊,0
3275,通讯录,通讠 卂录,都通讠 卂录了，那我还是选择顺从你,0
3276,通讯录,通讠 卂录,为了不落伍，我要去做功课了，什么叫通讠 卂录？什么是熊圈？什么是gogo?优熊？,0
3277,通讯录,通讠 卂录,通讠 卂录，熊猴猪什么都是指什么的,0
3278,通讯录,通讠 卂录,"骗钱给女朋友买好东西。
或者是接近通讠 卂录的女性朋友",0
3279,通讯录,通讠 卂录,但是我就喜欢刷点篮球和健身的，我是通讠 卂录了就？,0
3280,通讯录,通讠 卂录, 听到没有你这个通讠 卂录,0
3281,通讯录,通讠 卂录,四川很多通讠 卂录吗,0
3282,通讯录,通讠 卂录,请问下通讠 卂录是什么意思，意思是通讯里好多人吗？就说他好多鱼？,0
3283,通讯录,通讠 卂录,要死了  互联网的通讠 卂录都很有钱,0
3284,通讯录,通讠 卂录,我拖通讠 卂录后腿了,0
3285,通讯录,通讠 卂录,被通讠 卂录吓晕,0
3286,通讯录,通讠 卂录,通讠 卂录眼中的天菜是胡军那种类型吗？,0
3287,通讯录,通讠 卂录,真的有通讠 卂录喜欢吗，好奇问问没有恶意,0
3288,通讯录,通讠 卂录,本人通讠 卂录，根本不敢进圈,0
3289,通讯录,通讠 卂录, 通讠 卂录这么复杂呢,0
3290,通讯录,通讠 卂录,通讠 卂录规矩真的好多,0
3291,通讯录,通讠 卂录,真的我看到我一朋友那个男友……就完全绝对是……连我通讠 卂录好朋友看了一眼都都说……这绝对是……反正就……,0
3292,通讯录,通讠 卂录,        通讠 卂录都有圈了吗我真的太久没上网了,0
3293,通讯录,通讠 卂录,   通讠 卂录小心一点,0
3294,通讯录,通讠 卂录,什么是通讠 卂录呀,0
3295,通讯录,通讠 卂录,都说了 通讠 卂录都是well- educated的人 挑人眼光不亚于上市公司的hr（虽然有点夸张,0
3296,通讯录,通讠 卂录,能结婚那还是通讠 卂录？是双吧？,0
3297,通讯录,通讠 卂录,    2月9更加确定自己是女通讠 卂录,0
3298,通讯录,通讠 卂录,260稳通讠 卂录,0
3299,通讯录,通讠 卂录,不太理解，通讠 卂录不喜欢腹肌男吗？为啥喜欢猪和熊。虽然有些熊很可爱，但是猪我是真不太理解…喜欢帅的不好吗,0
3300,通讯录,通讠 卂录,男人有几个好东西？别说通讠 卂录了，直男圈有几个真正对老婆好的？不要看网上几个代表视频，就真的相信爱情了。中国男人，没用,1
3301,通讯录,通讠 卂录,讲的是什么？通讠 卂录是什么？gogo 是什么,0
3302,通讯录,通讠 卂录,哇，我好震惊，就是你们通讠 卂录这个划分真的好严格啊？这本草纲目划分都没你们杂的感觉。只要有细微不一样就是单独一个圈，就被圈出去了。以后会不会每个人自成一圈,0
3303,通讯录,通讠 卂录,啥叫通讠 卂录,0
3304,通讯录,通讠 卂录,恰流量、恰关注度，有些男的肌肉练得挺好的，发现点赞留言的几乎是男的，于是就装通讠 卂录来吸引流量了,0
3305,通讯录,通讠 卂录,这么卷那好多通讠 卂录还是胖的那个死样子哦，你看你,0
3306,通讯录,通讠 卂录,友友们 我想知道 怎么辨别是指南还是通讠 卂录,0
3307,通讯录,通讠 卂录,纤维粒才是正常通讠 卂录形象吧，青筋那些咋咋呼呼的在网上，。。。。。真的不是所有通讠 卂录都这样的，无语了,0
3308,通讯录,通讠 卂录,有一个很美的主播好像叫浴巾香香？他是我感觉很好看的通讠 卂录（直女发言,0
3309,通讯录,通讠 卂录,为什么现在的通讠 卂录都差不多了？,0
3310,通讯录,通讠 卂录,真的好吵啊通讠 卂录,0
3311,通讯录,通讠 卂录,现实生活的恋爱难度：直男侄女＜拉拉＜双＜通讠 卂录,1
3312,通讯录,通讠 卂录,通讠 卂录太乱了，所以几年前就喝中药调理成直男了,1
3313,通讯录,通讠 卂录,   当通讠 卂录居然还要门槛,0
3314,通讯录,通讠 卂录,我傻不知道，谁能给我解释一下什么是 通讠 卂录,0
3315,通讯录,通讠 卂录,  通讠 卂录入门网课，地球人都来上,0
3316,通讯录,通讠 卂录,大圈通讠 卂录是哪种类别的通讠 卂录,0
3317,通讯录,通讠 卂录,奶奶的，终于讲通讠 卂录了,0
3318,通讯录,通讠 卂录,哪里需要这么多，刷到一护就百分之一万通讠 卂录了！,0
3319,通讯录,通讠 卂录,哈哈哈哈哈哈哈哈哈哈哈刷到白袜的成分太高了，我仍旧记得那对通讠 卂录，0为1洗了几百双白袜，晾满了一整个天台。,0
3320,通讯录,通讠 卂录,同桌是通讠 卂录和她坐了一年才知道,0
3321,通讯录,通讠 卂录,天哪，评论区这么多谩骂通讠 卂录的人，让我无意间想到了已逝的哥哥，每年4月1号我会想你的,0
3322,通讯录,通讠 卂录,啥时通讠 卂录,0
3323,通讯录,通讠 卂录,直男装通讠 卂录还能干嘛因为这能吃到很多红利啊，相当于一个被捧起来的厨子其实做饭特难吃，但餐厅搞活动吃一顿倒给100W，即使再难吃也去吃了。,0
3324,通讯录,通讠 卂录,通讠 卂录都有好多闺蜜，几乎没有丑的，你品你细品,0
3325,通讯录,通讠 卂录,求求了不要再给我们通讠 卂录乱定义了，一会炒熊猪，这又炒胡子了,0
3326,通讯录,通讠 卂录,通讠 卂录啥意思呀,0
3327,通讯录,通讠 卂录,1:48在抖音确诊女通讠 卂录  ,1
3328,通讯录,通讠 卂录,我游戏叫饭团 微信叫大锐 咋办我是不是要变通讠 卂录了？,0
3329,通讯录,通讠 卂录,懒得辨认 遇到喜欢的就直接问就行 无感的谁在乎对方是不是通讠 卂录啊,0
3330,通讯录,通讠 卂录,  女生也卷 通讠 卂录也卷，只有直男不卷还特自信,0
3331,通讯录,通讠 卂录,你说的太夸张了那只是少数通讠 卂录,0
3332,通讯录,通讠 卂录,  看评论 通讠 卂录好荒谬,0
3333,通讯录,通讠 卂录,第一次听说不搞通讠 卂录就是自卑,0
3334,通讯录,通讠 卂录,直男装通讠 卂录骗通讠 卂录的钱啊,0
3335,通讯录,通讠 卂录, 不是通讠 卂录也被恶心到了。。。,0
3336,通讯录,通讠 卂录,我艹？我成通讠 卂录了    ,0
3337,通讯录,通讠 卂录,谁能告诉我？通讠 卂录喜欢他们啥？不停给他们捐款,0
3338,通讯录,通讠 卂录,这都不懂，通讠 卂录钱好赚,1
3339,通讯录,通讠 卂录,我是通讠 卂录 我一直坚持一个底线就是不谈直女 因为知道通讠 卂录这条路不好走 你可以要面对父母的不支持 外界的指指点点 而且总有些人会说 等你在过几年 肯定要结婚 你现在还小不懂这些之类的话 你要习惯身边有一些人的不支持 不理解 因为我听过这些声音 知道这条路多难走 所以我不想去拉别人下水 我不想因为我 把一个本过着正常生活的女生 来到我们这个圈子里,0
3340,通讯录,通讠 卂录,能不能管管这群通讠 卂录,0
3341,通讯录,通讠 卂录,啥叫通讠 卂录？,0
3342,通讯录,通讠 卂录,我爸看我背一个包都难受，说我背包干嘛。我都无语了，现在都什么时代了，同性都是合法的，我背个包他就骂我，觉得我很母。要是我告诉他我是通讠 卂录，那他不得被我气死,0
3343,通讯录,通讠 卂录,给通讠 卂录丢脸了 我才普通本科,0
3344,通讯录,通讠 卂录,或许其中一部分不敢承认自己是通讠 卂录,0
3345,通讯录,通讠 卂录,出售富婆通讠 卂录,0
3346,通讯录,通讠 卂录,通讠 卂录都是一个声音啊,0
3347,通讯录,通讠 卂录,    一时分不清谁是主角。佼杀通讠 卂录迫在眉睫。,0
3348,通讯录,通讠 卂录,  哈哈哈哈哈我太喜欢看通讠 卂录了,0
3349,通讯录,通讠 卂录,  通讠 卂录真的好吵,0
3350,通讯录,通讠 卂录,快三十的老通讠 卂录留下标记     渴望被爱又怕伤害  。,0
3351,通讯录,通讠 卂录, 可女铜也有这群体那群体的，什么长发t短发t爷t娘t彩妆t。。。长发p短发p爷p。。。你们通讠 卂录别太荒谬,1
3352,通讯录,通讠 卂录,通讠 卂录是什么？熊圈又是啥？这个人再说什么,0
3353,通讯录,通讠 卂录,首先 我并不歧视通讠 卂录 但是如果是我孩子 我是万万不能接受的,0
3354,通讯录,通讠 卂录, 以后就这样辨别通讠 卂录,0
3355,通讯录,通讠 卂录,恶心的是那种，隐瞒自己是通讠 卂录，去伤害异性的，那种通讠 卂录真的,0
3356,通讯录,通讠 卂录, 我这个朋友是什么类型的通讠 卂录,0
3357,通讯录,通讠 卂录,原来成都成为通讠 卂录聚集地是有历史原因,0
3358,通讯录,通讠 卂录,为了赚钱，有的↓通讠 卂录还愿意,0
3359,通讯录,通讠 卂录,所以我经常被别人以为是女通讠 卂录就是因为这个原因吗,0
3360,通讯录,通讠 卂录,我天天刷到你 我是不是通讠 卂录呢？,0
3361,通讯录,通讠 卂录,我是直男 我就喜欢装通讠 卂录,0
3362,通讯录,通讠 卂录,我也经常看通讠 卂录因为我是腐女,0
3363,通讯录,通讠 卂录, 你是通讠 卂录 没有提过男朋友,0
3364,通讯录,通讠 卂录,感觉你们通讠 卂录里面这么多规矩跟封建等级制度不可僭越一样…什么猴和熊聚会的时候还规定要站在哪边这种真的好奇怪,0
3365,通讯录,通讠 卂录,为啥这么复杂，我以前以为通讠 卂录都是一个圈的。,0
3366,通讯录,通讠 卂录,看完你这条我直接刷到两个通讠 卂录，我感觉你有问题,0
3367,通讯录,通讠 卂录,啥叫通讠 卂录？这是什么圈子啊,0
3368,通讯录,通讠 卂录,通讠 卂录别看，容易做梦,0
3369,通讯录,通讠 卂录,坏了，我成通讠 卂录了,0
3370,通讯录,通讠 卂录,通讠 卂录这么很爱分类,0
3371,通讯录,通讠 卂录,熊在通讠 卂录圈很受欢迎吗？一般是熊1还是熊0更受欢迎，通讠 卂录跟直女的审美一致吗？,0
3372,通讯录,通讠 卂录, 大圈通讠 卂录是啥？,0
3373,通讯录,通讠 卂录, 老通讠 卂录,0
3374,通讯录,通讠 卂录,做个b通讠 卂录怎么这么麻烦 马上给自己杀了,1
3375,通讯录,通讠 卂录,真的有体育生通讠 卂录么,0
3376,通讯录,通讠 卂录,抖音上的通讠 卂录成功让我这个腐女讨厌男同了（别杠，杠就是你对）,1
3377,通讯录,通讠 卂录,   通讠 卂录能不能都去死啊，恶心死了，简直是破坏社会理论,1
3378,通讯录,通讠 卂录,这种行为本身就有风险，不论哪种群体都会有不道德的人。婚前说好的事也不是人人都能遵守的，所以哪怕你自认为有火眼金睛也不能轻易尝试，如果他能说动你和他结婚，就总会有办法CPU你生孩子…倘若是为了敷衍父母故意去寻找这类人结婚的话，就要做好父母和通讠 卂录一大家子一起要求生孩子的事情发生（不少通讠 卂录的父母会只在意孩子有了孩子就不管性取向了。当然也不是说这种人一定都是坏人，但是生活没有那么幸运，不可能遇到的都是好人……,0
3379,通讯录,通讠 卂录,我的全是碎尸案，小猫小狗，男通讠 卂录女通讠 卂录，性感小姐姐直女,1
3380,通讯录,通讠 卂录,给我这个通讠 卂录看的恐同了,1
3381,通讯录,通讠 卂录,你说大圈那些我还没看到一个科技通讠 卂录很哇塞。直男很多。不过很多打比赛的本身是训练体系也很强不仅仅是因为一时好奇就练成那样，需要很多年的打磨真的可能是热爱健身。不过一旦使用那玩意你的身体再也回不到以前，奉劝那些通许录不要为了使用科技老年很凄惨，身体被疼痛折磨还被护工扇巴掌,0
3382,通讯录,通讠 卂录,作为一个快30年的女通讠 卂录，劝有些人不要因为好奇进入这个圈子事实上也没有你们想象中那么美好，找对象也是完全看自己眼力各种奇葩猥琐劈腿骗子那也是有的是尤其是经常混圈的，渣率很高,0
3383,通讯录,通讠 卂录,是我脱轨了吗，怎么一句也听不懂，什么是通讠 卂录，什么是喜猪狗牛羊，,0
3384,通讯录,通讠 卂录,司马南可说了感染猴痘都是我们这群通讠 卂录,1
3385,通讯录,通讠 卂录,   通讠 卂录服美役,0
3386,通讯录,通讠 卂录,可惜我不是通讠 卂录，不然我估计是熊圈的吧，我超爱用碳水给自己取网名。。。现在爱用菜名,0
3387,漏💩,氵 屚💩,没事现在网上骂你不痛不痒的，要是老了以后氵 屚💩护士骂你可是暴击,0
3388,癌,疒 喦,直男疒 喦嘛！都2023年了，大清亡了！我是男的，我支持男女平等，如果女方家条件好，男方家条件不好，结合实际，上门女婿为啥不行！,0
3389,癌,疒 喦,就应该这样，所有男人不经历就不会和女人感同身受。那跳楼跳河不活的，大街上的疯子，医院里得疒 喦症的人，全都是这样来的！,1
3390,癌,疒 喦,子宫疒 喦么？,0
3391,癌,疒 喦,报应才会患疒 喦症被抛弃 死之前还不忘记坑身边人一把,1
3392,癌,疒 喦,胃疒 喦治好了,0
3393,癌,疒 喦,果然百度疒 喦症起步,1
3394,癌,疒 喦,我是个独生子，我也是个单亲父亲，我带着两个儿子！我爸下岗工人得直肠疒 喦十年化疗一百三十多次，对于我来说，你这算不上什么，没必要动不动流眼泪,0
3395,癌,疒 喦,不怕得疒 喦就算了,0
3396,癌,疒 喦,剧情说的很清楚，不切除其中一套就会变成疒 喦症。而且只有女性那套生殖系统是正常的。,0
3397,癌,疒 喦,疒 喦症痛死,0
3398,癌,疒 喦,我家隔壁。一个女孩也嫁到美国。他父亲去年7月份查出来疒 喦症。有没有回来过？前几天死了。他父亲都死了几天火化了。才回来一个人。老公小孩都没来。不知道外国到底是好还是不好？,0
3399,癌,疒 喦,老黑真厉害胃疒 喦都能造,1
3400,癌,疒 喦,看吧 在颜值面前 很多直男疒 喦和战狼一下子就静音🔇了 双标二极管到顶了,0
3401,癌,疒 喦,这个死巫婆断手断脚的，怪不得生病得疒 喦症，老天爷赶紧把死丈母娘带走,1
3402,癌,疒 喦,不手术会疒 喦症编故事也得正经点啊,0
3403,癌,疒 喦,坚持不住了！，结肠淋巴疒 喦晚期，想吃口排骨再走，但是。买不起了...全玩在医院了。人生最想买双鞋都成了奢望……呵呵……想在春天走，冬天可能过不了，陌生人祝你们平平安安，无病无痛,0
3404,癌,疒 喦,三观极其不正 什么鬼怪言论 这跟那些说“穿这么短的裙子，肯定不是什么正经女人”的直男疒 喦有什么区别？再说圈子什么形象关我什么事，我又不是观世音菩萨王母娘娘可以拯救世界,0
3405,癌,疒 喦,直男疒 喦，没得治的了,1
3406,癌,疒 喦,双性人又不是非得做手术，不做手术会得疒 喦症是什么鬼设定？现实世界里双性人保留两套器官的也不在少数,0
3407,癌,疒 喦,黑人口气，让他换上了胃疒 喦,1
3408,癌,疒 喦,到底的爱呀，往后疒 喦细胞,0
3409,癌,疒 喦, ‹懒疒 喦晚期› 我也觉得自己是一个很矛盾的人，身体里住了两个人的感觉,0
3410,癌,疒 喦,以为是食道疒 喦或是口腔疒 喦,0
3411,癌,疒 喦,丈母娘，疒 喦症，晚期了，过不了多久了，,0
3412,癌,疒 喦,什么意思啊为什么要做啊，这个也是会有疒 喦症吗，怎么以前从来没听过这几年病越来越多啊,0
3413,癌,疒 喦,有生殖疒 喦么，非要上门,1
3414,癌,疒 喦,百度看病，疒 喦症起步,0
3415,癌,疒 喦,没素材拍吧，诅咒自己得疒 喦症,1
3416,癌,疒 喦,这是吃惊太多胃疒 喦了,0
3417,癌,疒 喦,我刚做完乳腺疒 喦手术笑得我伤口疼,0
3418,癌,疒 喦,同性异性都不恶心，但我讨厌腐疒 喦，跟傻逼一样,1
3419,王八蛋,王八疋 虫,钱是王八疋 虫，坚决不走,1
3420,王八蛋,王八疋 虫,宁做王八疋 虫，不做上门汉。,1
3421,王八蛋,王八疋 虫,这样的老丈人王八疋 虫,1
3422,王八蛋,王八疋 虫,那个小伙子也太欺负人。畜牲王八疋 虫一个。有这样闹婚的吗？,1
3423,杂种,九 木种,这种男人就是一个九 木种垃圾,1
3424,杂种,九 木种,这丈母娘就是个九 木种,1
3425,快滚,快氵 衮,快氵 衮！！！,1
3426,快滚,快氵 衮,快氵 衮,1
3427,快滚,快氵 衮,赶快氵 衮,1
3428,快滚,快氵 衮,我倒贴他250，赶快氵 衮,0
3429,快滚,快氵 衮,快氵 衮快氵 衮,1
3430,快滚,快氵 衮,祝福，快氵 衮,1
3431,快滚,快氵 衮,太吓人、快氵 衮蛋,1
3432,快滚,快氵 衮,知道没地方去，还做出不可原谅的事情来，没地方吃饭了才回来要求原谅，可快氵 衮蛋吧,1
3433,崇洋媚外,崇洋媚夕 卜,去看看陈怡，崇洋媚夕 卜,1
3434,崇洋媚外,崇洋媚夕 卜,为什么崇洋媚夕 卜！虚荣心嘛还是怎样，,1
3435,崇洋媚外,崇洋媚夕 卜,活该，崇洋媚夕 卜，爱钱。,1
3436,崇洋媚外,崇洋媚夕 卜,不要崇洋媚夕 卜！！！,0
3437,崇洋媚外,崇洋媚夕 卜,撑大了。主要是不喜欢崇洋媚夕 卜的人。就像很多瞧不起自己的家人的人一样,0
3438,崇洋媚外,崇洋媚夕 卜,洋人有啥面，也就是个别崇洋媚夕 卜的人觉着面,0
3439,崇洋媚外,崇洋媚夕 卜,"我还是会坚持自己的立场，但以后我不会再参与什么以反""崇洋媚夕 卜""为口号的舆论运动，自以为统一战线，团结一致的结果却是被其中的人背刺。这种感觉非常不好，是我在坚持立场而你只是在你利益受损时才选择站在这个战线之中。这和中间派有什么区别",0
3440,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜，你们可以,0
3441,崇洋媚外,崇洋媚夕 卜,都是崇洋媚夕 卜,0
3442,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜就是汉奸，搞男女对立就是汉奸同志们注意 有些评论是机器人刷的故意引起男女对立 现在不是男女对立的时候 一致对外才是目标 国人永在！！崇洋媚夕 卜就是汉奸，搞男女对立就是汉奸同志们注意 有些评论是机器人刷的故意引起男女对立 现在不是男女对立的时候 一致对外才是目标 国人永在！！,1
3443,崇洋媚外,崇洋媚夕 卜,女的跟老外就是崇洋媚夕 卜,1
3444,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜女本质就是三观不正渣女，谁娶谁倒霉。,1
3445,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜，666,0
3446,崇洋媚外,崇洋媚夕 卜,前阵子还抵制崇洋媚夕 卜,0
3447,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜的人还当光荣呢？,0
3448,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜说的这么双标,0
3449,崇洋媚外,崇洋媚夕 卜,不把崇洋媚夕 卜的帽子去掉，还会有很多这样的人,0
3450,崇洋媚外,崇洋媚夕 卜,这个阿太就是一个典型崇洋媚夕 卜者！,0
3451,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜这个词怎么来的,0
3452,崇洋媚外,崇洋媚夕 卜,我最厌恶崇洋媚夕 卜的人，要懂得感恩父母，感恩祖国！,0
3453,崇洋媚外,崇洋媚夕 卜,这叫活该，你崇洋媚夕 卜真是大快人心，,1
3454,崇洋媚外,崇洋媚夕 卜,有些女人崇洋媚夕 卜中毒太深了。,1
3455,崇洋媚外,崇洋媚夕 卜,活该，崇洋媚夕 卜想嫁外国人,1
3456,崇洋媚外,崇洋媚夕 卜,˃˂ ₎ა  这不自己作的吗不同情任何一个这种抛弃家庭崇洋媚夕 卜的人,1
3457,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜的不少，挖空心思带节奏的也有。看来文化入侵起作用了。,0
3458,崇洋媚外,崇洋媚夕 卜,反对崇洋媚夕 卜不只是口号,0
3459,崇洋媚外,崇洋媚夕 卜,又在装逼，崇洋媚夕 卜！,0
3460,崇洋媚外,崇洋媚夕 卜,祖国最安全。为什么你们就那么崇洋媚夕 卜。,0
3461,崇洋媚外,崇洋媚夕 卜,外国媳妇这件事情上，我就是崇洋媚夕 卜了，咋滴吧,0
3462,崇洋媚外,崇洋媚夕 卜,你的养父母真是养了一头白眼狼，还是崇洋媚夕 卜的那种,1
3463,崇洋媚外,崇洋媚夕 卜,又是一个崇洋媚夕 卜的,1
3464,崇洋媚外,崇洋媚夕 卜,想去的赶快，把不崇洋媚夕 卜的女生留下,1
3465,崇洋媚外,崇洋媚夕 卜,拒絕崇洋媚夕 卜,0
3466,崇洋媚外,崇洋媚夕 卜,活该崇洋媚夕 卜玩意,1
3467,崇洋媚外,崇洋媚夕 卜,爱情？啥爱情，语言不同文化不同生活习惯不同认知观不同，却和小黑产生了强大的爱情，无非就是崇洋媚夕 卜的心态作祟罢了！,1
3468,崇洋媚外,崇洋媚夕 卜,说实话 你找什么人种是你自由  别人也无权干涉 但是你整天发网上 在抖音里炫耀是几个意思 还特地强调非洲男盆友 你这典型崇洋媚夕 卜,1
3469,崇洋媚外,崇洋媚夕 卜,见了一面的黑垃圾就交换联系方式真的一天钟情还是崇洋媚夕 卜？,1
3470,崇洋媚外,崇洋媚夕 卜,什么样的男的才会娶非洲人呢？崇洋媚夕 卜,1
3471,崇洋媚外,崇洋媚夕 卜,真光宗耀祖，反正我还是不会崇洋媚夕 卜的,0
3472,崇洋媚外,崇洋媚夕 卜,你想一想 现在的女孩儿都崇洋媚夕 卜,1
3473,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜真是丢人，,0
3474,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜女,1
3475,崇洋媚外,崇洋媚夕 卜,艾教授说的崇洋媚夕 卜的家伙们,0
3476,崇洋媚外,崇洋媚夕 卜,这时候又不说崇洋媚夕 卜了,0
3477,崇洋媚外,崇洋媚夕 卜,这年头还那么崇洋媚夕 卜,0
3478,崇洋媚外,崇洋媚夕 卜,现在的女孩子崇洋媚夕 卜太严重了,1
3479,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜    外国的男人香,1
3480,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜,0
3481,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜的人不受欢迎,0
3482,崇洋媚外,崇洋媚夕 卜,这些事真不能怪那些女孩子，我们的社会价值取向就是西化，所以崇洋媚夕 卜就会形成风气,0
3483,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜是刻在一些人骨子里的！,0
3484,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜，无语,0
3485,崇洋媚外,崇洋媚夕 卜,"女性找国外人说崇洋媚夕 卜
男性找国外人光宗耀祖",1
3486,崇洋媚外,崇洋媚夕 卜,不会祝福的，黑人基因太强大了。一群崇洋媚夕 卜的玩意,1
3487,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜的汉奸国耻,1
3488,崇洋媚外,崇洋媚夕 卜,看见崇洋媚夕 卜的人真的人就想吐,1
3489,崇洋媚外,崇洋媚夕 卜,这就是崇洋媚夕 卜吗,0
3490,崇洋媚外,崇洋媚夕 卜,男黄女黑，光宗耀祖？女黄男黑，崇洋媚夕 卜？,1
3491,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜的自私的人,0
3492,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜，该,0
3493,崇洋媚外,崇洋媚夕 卜,平等相待，外嫁无可厚非，就怕双标严重，不仅什么都要，竟然还倒贴，真是血亏死了，过度崇洋媚夕 卜，虚荣心害死人。,0
3494,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜丢人现眼,0
3495,崇洋媚外,崇洋媚夕 卜,你的面子在那呢？崇洋媚夕 卜的嘴脸,0
3496,崇洋媚外,崇洋媚夕 卜,只要不回来就好，崇洋媚夕 卜的家伙,0
3497,崇洋媚外,崇洋媚夕 卜,因为你不知道她是不是崇洋媚夕 卜！,0
3498,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜！永远不要回来,1
3499,崇洋媚外,崇洋媚夕 卜,小伙岀生在农村，但是能力有。又不是配不上外国妞！别崇洋媚夕 卜,0
3500,崇洋媚外,崇洋媚夕 卜,"反对崇洋媚夕 卜
反对崇洋媚夕 卜
反对崇洋媚夕 卜
五月那时的人去哪里了？都给我过来集合",0
3501,崇洋媚外,崇洋媚夕 卜,很奇怪的逻辑，人家女生有自己的选择权，她看不上你选个老黑就觉得人家崇洋媚夕 卜，现实，怎么不检讨下自己什么货色呢,1
3502,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜者而沾沾自喜,0
3503,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜的拳师们看不到,0
3504,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜活该,1
3505,崇洋媚外,崇洋媚夕 卜,你错了。亚洲女性嫁欧美的那些男人都是挣钱能力低年龄偏大，白人女性都看不上眼的，白人没办法的情况才选择亚洲女性。亚洲女人由于自身经济差和崇洋媚夕 卜贪婪绿卡所以有些喜欢嫁欧美低档次的男人,1
3506,崇洋媚外,崇洋媚夕 卜,原因呢，崇洋媚夕 卜，还是什么,0
3507,崇洋媚外,崇洋媚夕 卜,"首先，祝福这对新人。
其次，这会怎么不说崇洋媚夕 卜了。如果是个女的30多和俄罗斯22岁男人结婚评论区会多不堪入目呢",1
3508,崇洋媚外,崇洋媚夕 卜,我可以说活该吗？恭喜崇洋媚夕 卜,1
3509,崇洋媚外,崇洋媚夕 卜,崇洋媚夕 卜最可耻可悲,0
3510,崇洋媚外,崇洋媚夕 卜,就是这个娶黑人的 崇洋媚夕 卜就是当汉奸的思想基础,1
3511,崇洋媚外,崇洋媚夕 卜,性别一换 崇洋媚夕 卜,0
3512,娘炮,娘火 包,基本都是去母留子。去父留子，笑死我了。女孩子带大的孩子基本都是娘火 包了。,1
3513,娘炮,娘火 包,要是我儿子有性别障碍觉得自己是女的我能接受他变性，反正怎么样都是我生的孩子，但是我不能接受我儿子是个娘火 包,1
3514,娘炮,娘火 包,我喜欢娘火 包，我男的，这是什么心理?,0
3515,娘炮,娘火 包,   最近爱上这个胖媳妇，唯一一个穿女装又不娘火 包的,1
3516,娘炮,娘火 包, 我特喜欢娘火 包 你不喜欢我我也不喜欢你 都没有什么非分之想 然后又懂女生 又有趣哈哈哈哈,0
