index,label,content,keyword
1196,1,我恶心的是同妻骗婚的同性恋,同妻
1197,0,  如果对方是女同那是不是不算同妻骗婚,同妻
1198,1,恶心那种骗婚同妻,同妻
1199,0,只要他们不骗婚不找同妻我没有任何偏见！甚至我觉得他们更值得被祝福！成年男女之间的关系总有很多的权衡利弊！我觉得同更纯粹,同妻
1200,0,骗婚，同妻，婚后出去约才是真的恶心,同妻
1201,0,不祸害女生，不骗婚，不找同妻就不恶心，尊重,同妻
1202,0,"同妻真的很可怜，不管是已知对方是gay协议结婚的还是被骗婚的。
女孩子找对象长点眼带点脑子",同妻
1203,1,爱没有性别，但是搞同妻的全去死啊,同妻
1204,0,评论区那些反对的人，你们知不知道同夫、同妻？你希望你的女儿嫁给同性恋吗？你们知道同妻有多痛苦吗？站着说风凉话谁不会,同妻
1205,0,男同不恶心，恶心的是被同妻,同妻
1206,1,注定成为同妻的女人,同妻
1207,0,我一直以为同妻都商量好的,同妻
1208,0, 我也是同妻,同妻
1209,0,同妻很可怜，这男的太过分了，离婚吧，为了自己也为孩子，别闹太难看，尽量协商吧。,同妻
1210,0,同妻挺好的 适合那种不想结婚但是又必须结婚的女孩子 两个人都好 挂个名号而已,同妻
1211,0, 真的恶心 话里话外就是找个女生做同妻 结婚后还是要出去找男的,同妻
1212,1, 你别找个同妻,同妻
1213,0, 你是同妻吗,同妻
1214,1,喜当同妻,同妻
1215,0,不管是同妻还是同夫被骗的那一个都很可怜🥹,同妻
1216,0,同妻有多惨,同妻
1217,0, 我是同妻嘛。,同妻
1218,1,    我想找一个有钱的同性恋当同妻,同妻
1219,0,有结婚了双吗，别说同妻，都很爱,同妻
1220,1,这种都已经算好的了，比某种男生呢啊，扣扣搜搜，见面就搂搂抱抱，见过几次就要那什么，只要没感情，宁愿当同妻,同妻
1221,0,我磕纸片人，现实祝福所有爱情。但是让人当同妻的我不能理解，别把我的纸片人玷污了。,同妻
1222,0,我支持性少数群体合法化！试想，两个男人结婚最多让你感到恶心，要是社会逼他结婚，会产生多少活在痛苦中的同妻！让别人好过，也就是让自己好过！,同妻
1223,1,因为你有做同妻的好命,同妻
1224,0,同妻林语惊,同妻
1225,0,中国7000万同妻,同妻
1226,0,我和同妻这个词有一点关系没,同妻
1227,0,林北！！！同妻，请找我我没女朋友，我很帅，不会聊妹,同妻
1228,0,换种方面来想，如果世俗少点对同性恋的歧视，家里思想没有这么保守，那男同就不会隐藏自己性取向来骗家里人，就不会有同妻，凡事从多个角度来看。不要太片面，况且不仅有同妻还有同夫，都不道德,同妻
1229,0, 有点怀疑你把我当同妻,同妻
1230,1, 想到某个直女上杆子当同妻,同妻
1231,0,我练的太壮了 前女友就觉得我是gay对她又太好 感觉要当同妻 可是我们宅男就是这样啊,同妻
1232,0,有没有山东被骗的同妻,同妻
1233,1,等我有钱了，就当同妻让他们在我面前都拉乌,同妻
1234,0, 他们都说我是我男闺蜜的同妻,同妻
1235,0, 救命是同就是同，扯啥双性，拒绝同妻,同妻
1236,1, 你不会是同妻吧,同妻
1237,0, 分床睡？！这么好同妻我先当（假的）,同妻
1238,0,有同妻被骗的妻子请联系我,同妻
1239,0,请问你们是同妻吗，亲个嘴反应这么大,同妻
1240,0, 其实同妻也可我俩各玩各的还能互相打掩护,同妻
1241,0,同夫也要科普一下吧，怎么分辨les啊？同妻好歹能看出来，同夫一点看不出来啊，人家说是闺蜜就无解了,同妻
1242,0,老师你别说了我本来就害怕我另一半弯了，他也被男的表白过，虽然他生理上确实直，我真的怕他哪天真弯了我真的怕变同妻了,同妻
1243,0,就是因为逼孩子的太多，所以那么多同妻,同妻
1244,0, 你是不是同妻,同妻
1245,0, 难道你是同妻,同妻
1246,1,爱情不分性别，但是你要是搞同妻我会觉得很恶心,同妻
1247,0,如果是这样，做同妻我愿意,同妻
1248,0,只要不欺骗人做同妻，就没事,同妻
1249,0,我想做同妻，只要不让我生孩子就行我无所谓，应付家里结个婚，有没有GAY来找我，江苏南京的,同妻
1250,0," 你该不会以为我是同妻吧
我真的只是只是尊重你",同妻
1251,0, 你是同妻6,同妻
1252,1,   祝乱磕cp的人当同妻,同妻
1253,0,男同没什么恶心的，恶心的是骗个同妻还让人家生孩子,同妻
1254,0,相比同妻同夫的人好像更多,同妻
1255,1,我想当同妻反正闲着也是闲着,同妻
1256,0,讲真的我想当同妻，因为丁克但家里催婚，想找个同当家人。我们可以做好姐妹，可以各自交往男朋友，可以互相出谋划策互相照顾,同妻
1257,1, 差点被同妻,同妻
1258,0,我支持少数群体 但是我真的想要表达我的想法～在心智未成熟时不要过渡受到某些人或者事的影响 不要抱着“随潮流”去盲目尝试 一定要保护好自己当然如果你的身心已经确定自己的定位那就不要因为社会家庭思想的束缚去伤害任何人比如同妻～,同妻
1259,0, 我不会是同妻吧,同妻
1260,1, 我成你同妻了,同妻
1261,0,同夫就不算了嘛？为什么一直说同妻,同妻
1262,1,   不要当同妻,同妻
1263,0,哎希望大家不要拿同妻开玩笑，同妻是很可怜的群体，不要把书中的南通放到现实中，现实生活里什么人都有…,同妻
1264,1,评论区说不理解也不尊重的，以后都当同夫或者同妻,同妻
1265,0,个人感觉。恶心的不是男同。是对任何一段关系的不忠诚才是恶心。一生一世一双人是永远不会是恶心的，还有明明自己是个同还要欺骗别的女性，让人当同妻的,同妻
1266,1,找个同妻,同妻
1267,1," 因为傻逼予你歌曲,还被说同妻呢,最后骂不过还把我拉黑了",同妻
1268,0,同妻我挺喜欢的,同妻
1269,1,有些人不要把同妻想的太好了，这往往是一种欺骗行为。不是你们想的什么契约行为。我以前属于尊重祝福同性恋，接触过之后，我直接反对同性恋。再说一次，不要被耽美小说，漫画，电视剧影响。现实的绝大多数都很乱。,同妻
1270,1,这不简单 让腐癌去当同妻啊,同妻
1271,0,只要不拿酒店的花洒弄脏和不拿女孩子当同妻，不骗婚，我觉得没有任何问题，问题大部分都是骗婚，然后还害别的女孩子,同妻
1272,1,爱谁，爱什么样的人都没关系，不要做一些危害社会的事情就好，花洒，水壶这些事情请避免，还有同妻，不要霍霍到别人，怎么爱，如何爱，都是自由，也值得尊重,同妻
1273,0,"我觉得你可以去试试  找一个185    
冷白皮 体育生",白皮
1274,1,被白嫖了还很自豪，还以为白皮很绅士优雅…,白皮
1275,1,他用白皮肤伪装骗你了？,白皮
1276,0,视频中间那对夫妇，还是能生出白皮肤的啊。,白皮
1277,0,居然宝宝是白皮肤,白皮
1278,0,没有多白就不要那么取笑别人了吧。况且日子是人家在过。我这么说不是因为我黑。我是白皮肤。我儿子也白。但是我弟弟很白但是没结婚。他太内向。家庭条件也不好。只要别人幸福为什么要嘲笑。好好想想辛苦工作的人中国也有黑的不知道你们在嘲笑什么,白皮
1279,0,孩子居然是白皮肤,白皮
1280,1,如果是黄皮，白皮的话，她该有多漂亮,白皮
1281,1,在非洲还这么白皮肤真好,白皮
1282,0,这妹子如果是白皮肤得有多漂亮啊,白皮
1283,1,我们也可以歧视和黑白皮交往的女人呀,白皮
1284,0,漂亮，除了白皮透点黑,白皮
1285,1,生出来的孩子是白皮肤还是黑皮肤,白皮
1286,1,第一次见到这么白皮肤的非洲长相小孩，好看,白皮
1287,0,我超级白 就因为我老公黑 我儿子生下来是黄皮 就是不黑不白那种 没有遗传我的白皮,白皮
1288,0,终于看到一个白皮肤非洲混血了,白皮
1289,1,为什么都是白皮肤 是不是会黑色,白皮
1290,0,右边穿校服女孩是你们女儿吗？她怎么白皮肤？,白皮
1291,0,我39不婚主义，自己去式管要了一个女的，选的乌克兰188冷白皮大帅哥。现在觉得当初的决定太对了,白皮
1292,0,宝宝白皮的几率有多大,白皮
1293,1,如果白皮肤的话，肯定很好看,白皮
1294,0,两个孩子都是白皮肤 ，而且还长得很好看,白皮
1295,0,白皮农场主农具丢失了,白皮
1296,1,这要是白皮肤或者黄皮肤，美的冒泡,白皮
1297,1,只能接受黄皮肤的人，白皮肤黑皮肤都不喜欢,白皮
1298,0,第一次看到有非洲基因的白皮肤,白皮
1299,0,这个白皮肤的黄头发怎么不说是外国欧美女性呢？,白皮
1300,0,虽然不是红发白皮但这个演美人鱼也不是不行,白皮
1301,1,这个小孩虽然是白皮肤，但是长相很黑人啊,白皮
1302,0,老师 其实我以前是188薄肌白皮帅哥 但是生了一场大病变成173火辣美女了……,白皮
1303,1,还真不不适合黄皮白皮的人,白皮
1304,1,这个男的以后肯定后悔娶黑皮肤，中国人都是喜欢看白皮肤,白皮
1305,0,祝看到这条评论的美女开学冷白皮接不接,白皮
1306,0,白皮书,白皮
1307,1,在非洲能解决寂寞就不错了，出国的话，我肯定选择白皮肤黄皮肤的国家，不会选择非洲，除非非洲工资高,白皮
1308,1,这要换成个白皮的 那就是光宗耀祖了啊,白皮
1309,1,白皮肤 得多美丽,白皮
1310,0,要是是个白皮肤娃儿呢？他丈夫会和她离婚吗？,白皮
1311,0,你的基因好孩子白皮肤,白皮
1312,0,你，，，，娃居然是白皮肤，基因强大啊,白皮
1313,0,在是白皮肤就像杨颖,白皮
1314,0,？？？这个黑人的女儿居然是白皮肤，！！,白皮
1315,0,本人25 身高182 当过五年兵在炊事班也干过会洗衣做饭带孩子做家务，也会按摩 情绪稳定 不抽烟，不喝酒 没有谈过对象。有招入赘的可以考虑一下我,按摩
1316,0,选我选我长得还行 185 75kg 不抽烟不喝酒不去酒吧不乱搞 从没去过按摩店 只谈过一次恋爱,按摩
1317,0,给我50w 就行 然后每个月给我5000生活费就好  我会洗衣做饭    还会按摩,按摩
1318,0,应聘：172.145.抽烟不喝酒，不打牌，打游戏，心软且老实。会家务，会搓背洗脚也会点按摩，会买姨妈巾，也会洗内裤，会熬红糖姜汤，,按摩
1319,1,缺男保姆吗？多功能的，会按摩、能开车、识麻将、懂保镖、晓哄人、分苦乐、知情趣、煮得菜、守得密、腰力好、功夫深、避得邪、出得去、免后患,按摩
1320,0,本来真不想去找的，现在逼着我去洗脚按摩,按摩
1321,0,评论区的各家老公是有多恨人呀换我肯定不走，我老公还是挺好的，最大的爱好就是喝点啤酒！对我和我父母都特别好，所有收入全部上交，还会在我不舒服的时候给我洗内衣，我上班累了回家还给我按摩，什么都听我的，偶尔吵架也都是他先低头,按摩
1322,0,主打一个真实:抽烟喝酒，洗澡按摩，酒吧KTV不去，不赌不吸，喝酒不闹事，不打媳妇，孝顺父母是我做晚辈应该的，因为我已经是孤儿了！,按摩
1323,0,人家这是按摩的,按摩
1324,0,可是 这么大 你一个人 按摩的么？,按摩
1325,0,这按摩手非常好,按摩
1326,0,去干按摩师得了,按摩
1327,0,我能说句真话么，其实国外的还是华人大方的长的漂亮去国外真的有华人给钱让你和他结婚，做按摩的非常能捞钱给大钱的也是华人,按摩
1328,1,剑刃，是给你非洲式的按摩,按摩
1329,0,空余时间，我能不能学按摩去,按摩
1330,0,找上门女婿…就是陪爸妈 聊天 散步 散心就行…离婚有个儿子 不能再给男方生孩子了… 40左右车一台 彩礼30…身高180左右 体重150以下 每个月给1万 零用钱 可以抽烟 不能喝酒 不可以和朋友出去唱歌 按摩…手机随时可以查看,按摩
1331,0,那个问问，点这个技师按摩需要提前预约吗,按摩
1332,0,做上门女婿找不到老婆就去按摩店找个女的按摩也不要当上门女婿,按摩
1333,0,同性挺好的啊性取向是天生的说一说好处比如俩女生在一块都很细心互相照顾互相理解毕竟女人最了解女人俩男的在一块不要彩礼两套房两辆车双份工资打游戏旅游按摩想想就开心,按摩
1334,0,哇，兄弟，你8000块钱一个月，你自己用不得舒服死啊，洗脚按摩天天去啊,按摩
1335,0,我主打就是入赘，孩子跟女方姓，我也可以跟女方姓，本人会做饭，会烘培，会电工，会CAD，会摄影，会养花，会按摩，会带娃，会纹身，会美甲……，喜思考，重成就，耐高压，174身高，130体重，体型均趁，安全感十足，选我就对了,按摩
1336,0,人家是找按摩师的，不用掏钱，是去享受的,按摩
1337,0,22  188 180 喜欢健身 不抽烟不喝酒不打牌 三观正 性格好 洗衣做饭 中医按摩都会 会唱歌  无前科   不需要彩礼 孩子都跟你姓  喜欢看动漫   求姐姐带走,按摩
1338,0, 大拇哥按摩会所王姐,按摩
1339,1,Y    阿姨还缺儿子嘛？我会按摩,按摩
1340,0,宝宝每天开车很累吧，我会开车，还会给你按摩,按摩
1341,0,看着挺不错的，非洲式的按摩多好啊,按摩
1342,0,非洲本地人还帮她按摩,按摩
1343,1,应该让女拳师嫁给非洲就行了！,女拳
1344,0,还是有要求嘛，有房有车就可以，人家日本女人现在不打女拳了，只要男方不家暴就可以,女拳
1345,1,杜绝国内高价女拳,女拳
1346,0,这里的没有女拳吗？,女拳
1347,1,女拳：抛开事实不谈，难道这个男人没一点责任吗,女拳
1348,1,女拳出来敲键盘了,女拳
1349,0,没有女拳吗？,女拳
1350,0,女拳：外国人就是年轻的时候好看一点，再说中国姑娘要点彩礼怎么了,女拳
1351,0,女拳：恋爱自由，她就是喜欢又粗又壮的人，有错吗？,女拳
1352,1,作者的主页里有相关的视频，这种现象就是搞女拳主义搞的，极端女拳说自己是女性，是弱势群体，以前被男性压迫了几千年，要求得到更多的社会资源，男性就不干了，于是个别男性就自称为无性别和其他性别，如果你不承认我的性别存在的合理性，那你就是在压迫我，那么我也是弱势群体，大家都是弱势群体，就相当于没有弱势群体，极端女拳的极端做法就被化解了,女拳
1353,1,女拳:不听不听不听，通通王八念经,女拳
1354,1,女拳出来了,女拳
1355,1,"伪弯男普世南通为釜底抽薪🤔
一帮伪弯女打弯拳只为女拳🤣

网络中:姐姐亲亲抱抱香香
现实中:一个满脑子黄色废料吃饭暴风吸入痛击没有🥁的软弱凡人",女拳
1356,1,哈哈哈哈哈哈哈哈哈哈讲 希望女拳选手都嫁去,女拳
1357,1,婚姻到底给女人带来了什么？在这个艰难的时刻男人应该站出来抗下所有。女人是来疼的。女拳师的语气白莲花般的存在,女拳
1358,1,中国女拳们真搞笑,女拳
1359,0,女拳斗士在哪里？,女拳
1360,1,围脖女拳已经开来抖音打拳了吗，在一个评论区双标到这种地步。女的嫁给男的是不容易应该被疼爱，男的入赘女的是他自己的选择就应该受着气，太离谱了,女拳
1361,1,上门女婿就是不应该子随父姓 男人跟小仙女真不一样 不双标 这才是有资格要求子随母姓的女权而不是没能力的女拳,女拳
1362,0,女拳站出来,女拳
1363,0,上次在一个评论区碰到过一个人，他说等中国男的觉醒了就都娶外国媳妇。还有的说中国女生都很懒不爱干活，我说你家里的事情是你和你父亲在做吗？还是说你身边都女性都是衣来伸手饭来张口。他说这和我们的话题有什么关系，我说谁都不想干活但是不都在干活，你也不想工作吧！他说不过就说我打女拳。,女拳
1364,1,走女拳的路，让女拳无路可走,女拳
1365,0,女拳：不信谣不传谣,女拳
1366,1,李雷一个人单挑女拳,女拳
1367,1,这就是打女拳的结局 导致日本男的懒不上班,女拳
1368,1,中国女拳正在摩拳擦掌，誓要为黑人讨个公道！,女拳
1369,1,比小美人鱼好看，比女拳温柔,女拳
1370,0,女拳组织转移对巴勒斯坦人民的关注,女拳
1371,1,看了评论，女拳真多   怕怕的,女拳
1372,0,女拳：不信谣不传谣。,女拳
1373,1,那些女拳击手怎么不见了,女拳
1374,1,兄弟们，你们可是真够双标的你们和那群女拳，有啥区别？？,女拳
1375,1,这么漂亮 还不要彩礼，国内怕是不可能的 女拳,女拳
1376,1,话糙理不糙，惹到有些女拳了,女拳
1377,1,女拳cup烧了,女拳
1378,1,女拳正在集合,女拳
1379,1,中国女拳们的提款机要被抢了,女拳
1380,1,女拳呢，女拳呢,女拳
1381,1,怎幺这么多女拳师真是三欢碎了一地,女拳
1382,1,国内的女拳还在觉得自己的整容化妆颜值高而觉得有优质男人或是混血男才能娶,女拳
1383,0,女拳：孩子的血缘就那么重要吗？只要我还和你在一起不久行了,女拳
1384,0,这样的三观正不比女拳更值得当一个女生去对待么，而且比大多数女性更像女性，又没有害别人，按自己想法活着，凭什么受那么多指指点点，还是袁老养活了太多闲人,女拳
1385,1,男人是最懂双标的 我自己也是男人，但从来不会在网上发一些双标的话，说实话部分女拳三观炸裂，但是我见的南拳是女拳数量的无数倍，部分在反串，部分是真拳手,女拳
1386,1,女拳呢,女拳
1387,1,幸亏是丈母娘让上门女婿走。要是婆婆让媳妇儿走的话女拳全部出来逼逼了。得有多少女权出来骂婆婆。,女拳
1388,1,我厌女拳,女拳
1389,1,女拳呢，救救啊,女拳
1390,1,怎么没有女拳师,女拳
1391,1,"女拳手呢？
都去哪了？",女拳
1392,1,他们可能刚从母系或者还未从母系社会走出来，离女拳还远着呢，不要给超纲题,女拳
1393,1,回来还是能找到，毕竟男女比例相差太多，不然女拳能那么嘚瑟。,女拳
1394,0,女拳说两句,女拳
1395,0,女拳是懂打拳的，一个个说男人女人急，结果婚恋机构都是女人在开会员。相亲角也基本都是女人。,女拳
1396,1,这种视屏评论区最好找女拳了，一找一个准，女拳评论一边倒，而不是中肯理性分析看待,女拳
1397,1,关键女的也双标阿  找国人要车要房要彩礼， 嫁老外啥都不要 甚至倒贴   女拳捞女本身就双标好意思说男的双标？,女拳
1398,1,敢出来评论吗？因为这是事实，女拳该出来干活了,女拳
1399,1,这政策对女拳的打击也是非常大的,女拳
1400,1,你们很女拳 怎么可能内敛 害羞呢,女拳
1401,1,只要沾点边，女拳闻着味儿就来了，各种贬低国男。,女拳
1402,0,女拳：假的吧，不可能，绝对不可能,女拳
1403,1,这时候咱没女拳师出来洗地啦?是地太黑洗不干净还是不打逆风局啦?,女拳
1404,0,女拳本质就是她真的做了什么，但是你不能说她做了这件事,女拳
1405,1,本科人儿只厌女拳师，不厌其他三观正的女性，嘻嘻,女拳
1406,0,女拳师们怎么说？？,女拳
1407,1,女拳骂骂咧咧的退出评论区,女拳
1408,1,姐姐，女拳会抨击你的，你们内讧了,女拳
1409,0,看评论区，有韩国女拳那味了吧 here,女拳
1410,1,6   女拳师也更新版本是吧,女拳
1411,0,女拳：没男人我活的更好,女拳
1412,1,女拳师:她还不知道自己已经输了,女拳
1413,1,我们这里如果这样，分分钟被女拳打死！,女拳
1414,1,中国女拳呢，怎么不出来叫,女拳
1415,1,好多女拳霸,女拳
1416,1,男人应该团结起来。把女拳压下去。太不人道了,女拳
1417,0,女拳vs女拳puls,女拳
1418,1,我一个男人路过女拳的地盘 罪过罪过 告辞告辞,女拳
1419,1,女拳们 让自己优秀起来吧,女拳
1420,1,女拳本来就不是正常女人，自私自利的家伙而已，涉及到利益同性照打不误,女拳
1421,1,女拳呢？天天骂中国男性河童的那群人呢？怎么看不见了？,女拳
1422,1,牛逼，这女的比女拳还可怕,女拳
1423,0,我们这边风气还好，在我们这边打女拳or男拳都是要被骂的,女拳
1424,1,如果是小三的就是自己犯贱，没有什么值得可怜的,犯贱
1425,0,05 男 0 有点颜控，搞笑幽默，超级恋爱脑，些许犯贱，占有欲有点小强，消息秒回，洗澡会回信息，吃饭一只手也不耽误另一只手回信息，无暴力倾向 ，但惹急了会打人，四肢健全，从小独立呼吸，会玩智能手机，会背九九乘法表，搭讪只会说你好，下雨知道往家跑，冷了会穿衣，饿了会吃饭，会陪你打游戏，会给你唱歌，已打疫苗，身体健康 哥的爱情在哪里,犯贱
1426,1,犯贱啊啊啊啊啊啊,犯贱
1427,1,这么好的男人都不行，非得经历过一天打你8遍的才会发现他的好吗？对你好的嫌弃人家，对你不好的又抱怨，到底想咋样，作为女人不要太犯贱了,犯贱
1428,1,这不是犯贱吗,犯贱
1429,1,就是犯贱呗,犯贱
1430,0, 嗯呢我就犯贱,犯贱
1431,1,我是真的犯贱呀,犯贱
1432,1,想到我那犯贱的前任…,犯贱
1433,1,inthromantic  就是犯贱,犯贱
1434,1,你当女人犯贱啊，图你啥啊，图你不洗澡，图给你还帐，还是图你吃软饭吗？,犯贱
1435,1,原来这是性取向而不是犯贱啊，我已经伤害了一个人了,犯贱
1436,1,我是天蝎座，我就喜欢我喜欢别人，他只要对我有回应我就不喜欢了，人家说我犯贱,犯贱
1437,0,  我以为这是我在犯贱,犯贱
1438,1,愿意犯贱随她去吧,犯贱
1439,0,        我简单说一下就是爱犯贱但是我就是比较爱犯贱,犯贱
1440,1,我就看看有没有犯贱娶她的。,犯贱
1441,1,这难道不是犯贱吗,犯贱
1442,0,感觉自己在犯贱,犯贱
1443,1, 好好好纯纯犯贱就是我,犯贱
1444,1,这叫犯贱,犯贱
1445,1,别给女人洗脑了好吧，谁结婚谁犯贱,犯贱
1446,1,所以不要再出去犯贱了,犯贱
1447,1,这不纯纯犯贱吗,犯贱
1448,0,犯贱是什么意思,犯贱
1449,1, 有时候就喜欢这样犯贱,犯贱
1450,0,所以我为什么要犯贱打开评论区,犯贱
1451,1,都是犯贱魔力,犯贱
1452,0,   我还以为我犯贱，然后在心里抽自己巴掌,犯贱
1453,1,我只想她们骂一句:犯贱！,犯贱
1454,1,就是女人犯贱的原因,犯贱
1455,0,我老公就这样，你不关心他，他说你不关心。关心他，他又嫌烦，是不是犯贱呀,犯贱
1456,1,吓死我了，我还以为就我一个人犯贱,犯贱
1457,1,这就是犯贱的下场,犯贱
1458,1,条件过硬了干嘛还去上门女婿干嘛，我是男的，又不是去犯贱又不是有毛病，找个自己喜欢不行吗,犯贱
1459,1,娶不给彩礼，上门，彩礼30万一生犯贱的双标男,犯贱
1460,1,犯贱呗,犯贱
1461,1,这是犯贱,犯贱
1462,1,这不是犯贱？,犯贱
1463,1,人都是犯贱的动态,犯贱
1464,1,打不还手的是自己犯贱,犯贱
1465,0, 不是我犯贱 ,犯贱
1466,1,第三题:犯贱者,犯贱
1467,1,犯贱 ,犯贱
1468,0,怎么说呢在网络上好看的我都喜欢 现实中嗯不太喜欢男的 看到了美女我也会夸两句 可能也会犯贱口嗨 但只要别人给我表白 我就觉得好烦，因为我实在是不太想谈恋爱 我就只想保持暧昧 暧昧过头了又觉得受不了 这是什么,犯贱
1469,1,俗称犯贱,犯贱
1470,1,我摩羯座，我就这样，我以为我犯贱呢,犯贱
1471,1, 我以为这是犯贱,犯贱
1472,1,这种犯贱，看到这个越惨我越高兴,犯贱
1473,1, 这不就是犯贱吗,犯贱
1474,0,我还以为是我犯贱,犯贱
1475,1,翻译成中文就是：犯贱,犯贱
1476,1,这个丈母娘不是个好东西，这个男人怎么活的这样没尊严吗，犯贱的男活该受气。,犯贱
1477,1, 感觉这叫犯贱,犯贱
1478,1,那时候感情很纯洁  现在完全被一些烧鸡给毁了,烧鸡
1479,0,烧鸡,烧鸡
1480,0,我一个女的天天刷到擦边姐姐,擦边
1481,0,"官方：可以
卖家：可以
网友：不行擦边",擦边
1482,1,你主打擦边,擦边
1483,0,来个擦边,擦边
1484,0,我是直女，但是我抖音一个擦边男都没有除了二次元老公和猫猫全是擦边女怎么办,擦边
1485,0,我老公抖音打开划几下一个擦边女，再划几下大长腿，再划几下还是擦边女,擦边
1486,0,发个擦边给我多点赞,擦边
1487,1,我对象绝对的通讯录特征，美白面膜，护肤品，香水，兰花指，叽叽歪歪话痨碎嘴子，但是钢铁直男，抖音关注全是擦边婊,擦边
1488,0,我又是擦边女  又是擦边男   还有通讯录   还有4爱   还有拉拉   还有正常恋爱   咋办,擦边
1489,1,我直男，但抖音只有通讯录和擦边女,擦边
1490,1,我还是能刷到擦边妹子,擦边
1491,0,哪里擦边了？我就喜欢这样子的直播，刚好能看睡衣展示，这是什么主播？我立马过去看,擦边
1492,0,我不太理解为什么短视频平台就是有点那啥就封，就是擦边一点，我什么没见过，活了这么多年，不是我的，我是见过世面的，给我们看看怎么了？,擦边
1493,0,你这个不准，我一百条大概有10条和健身有关，3条和擦边有关，这玩意都大数据，因为我真的健身,擦边
1494,0,我也想看擦边，要怎么样才能刷得到呢,擦边
1495,0,我抖音擦边妹子和健身小哥都有,擦边
1496,0,擦边球,擦边
1497,1,"拒绝擦边，抵制女色，净化网络，从我广东做起
                                                  ——湖南
1分钟前 • 湖北",擦边
1498,1,哈哈哈哈哈哈哈哈哈，现在的女的不让男的看擦边视频，又担心他不看。,擦边
1499,0,可是擦边都没有流量，哈哈,擦边
1500,0,谢谢你 让我释怀了老公看擦边,擦边
1501,0,我老公全是台球，擦边，艹,擦边
1502,0,直女举报擦边男，只喜欢看猫猫狗狗,擦边
1503,1,男的穿就不行了，你是不是只想看女的穿啊？换女的你们不会照样说擦边？,擦边
1504,0,这种衣服 如果是女生来穿又会是什么结果呢 是不是会被骂用擦边赚钱之类的 男生穿他又没有擦边没有低俗 直播全程展示衣服 没有做过分的行为 怎么不行,擦边
1505,0,当然算擦边了，不过我爱擦边，男的女的我都看,擦边
1506,0,可我男朋友喜欢健身诶他的抖音真的没擦边女，全是健身的,擦边
1507,0,本来我的抖音推荐是纯擦边的，中间夹杂着一些修牛蹄和小说推荐，怎么突然刷到了你……,擦边
1508,0, 女的穿不了，男的穿还擦边啊而且我觉得挺好看的,擦边
1509,0,啊，如果一个健身小哥哥没有，全是擦边妹子咋么办,擦边
1510,0,     男的穿了擦边,擦边
1511,0,我觉得挺好的，女生穿又说擦边，男的穿又怎么了,擦边
1512,0,全是篮球啊不卡擦边,擦边
1513,0,就是擦边  没塑料模特？？,擦边
1514,0,现在博主是我心里擦边top1,擦边
1515,0, 无语怎么谁穿都说擦边，说擦边的以后空档,擦边
1516,0,   我刷到过直播真的就是好好地展示没擦边,擦边
1517,1, 幸亏擦边女健身男都没有,擦边
1518,1,我擦边健身都有，但是打开抖音就是你，可我是个矗男,擦边
1519,0,这还不擦边,擦边
1520,0,捏🐴，老子直男，我就不爱看擦边感觉会乱我阳刚之气。我减肥所以抖音全是肌肉教练。而且我刷到过你好几次，听你这个毛熊教学,擦边
1521,0,挺好的啊 女模特穿不合适 男模特怎么就擦边了 有些人就是想看女模特穿吧,擦边
1522,1,如果女生穿的话，不是更要被骂擦边吗？那到底要怎样的人穿才不擦边，找个双性的吗？,擦边
1523,0,这个。。我验证过，我的是博君一肖，挤痘痘，擦边男。。。。我老公的是，车，吃播，游戏解说,擦边
1524,0,我的喜欢全是擦边,擦边
1525,0,我老公抖音刷不到擦边，只能刷到地下城，打麻将的，电视解说，还有德云社,擦边
1526,0,女生穿说涉黄，男生又说擦边，太不容易了,擦边
1527,0,救命我一女的 抖音里经常刷到好多擦边妹子的,擦边
1528,1, 你手机有女擦边吗,擦边
1529,1, 没有擦边系统就认定我是txl,擦边
1530,1,我觉得他们没事吧，女同事穿的话那就肯定是擦边了呀，而且有些款式不太适合人家女同志穿由男生穿出来展示又怎么样呢？他也没有录那么多，基本都是在展示商品。心里想的杂了，看到的自然就带了颜色，而且我觉得有他这样穿的展示出来反而让人有了购买的欲望。,擦边
1531,1,完了 我全是擦边妹子,擦边
1532,0,  我靠谁说擦边的，明明很好看,擦边
1533,0,经常看他们直播的，直播间真的很正常的，昨天还给粉丝弹吉他唱歌来着，根本不存在擦边,擦边
1534,1,某些人心里os：“男的穿老子看什么啊，不得行  举报  擦边”,擦边
1535,0,不要擦边好吧,擦边
1536,0,吓死我了还好我男朋友看擦边美女，我都不知道该不该开心,擦边
1537,0,  好久没让你们看擦边的了,擦边
1538,0,有次我坐公交看到一个长得很帅很白的男生疯狂在给每个健身男和擦边男点赞，kuku的点啊，当时我的G达就响了,擦边
1539,0,一直标榜自己是双 偶尔也会对美女有欲望 喜欢看擦边女 但是没谈过女生 找对象也是优先找男朋友 感觉自己没钱就不配和女孩子谈恋爱,擦边
1540,1,我老公的手机扭腚的擦边女都被我点不感兴趣了，现在纯纯的正能量,擦边
1541,0, 男的也是擦边,擦边
1542,1, 确实，10个抖音里面都没得擦边妹子的话，就不是直男,擦边
1543,0,    这叫擦边？,擦边
1544,0,那我女的一看到擦边小哥哥就跟被电一样疯狂滑走，一看到擦边美女就停下来欣赏（甚至我还会看那种擦边直播）我是侄女啊,擦边
1545,0,我是女的我也爱看擦边的呀，身材好又漂亮,擦边
